string_offset_hex,string_len,path,prev_marker_hex,marker_to_string_dist,tag,pre24_hex,last12_hex,cand_u32_a_hex,cand_u32_b_hex,trail_u16_a_hex,trail_u16_b_hex,extension
0x78b7,6,S2.BSP,0x7885,50,n,ae0c3f7b4813006c00229c242f6c0629dc44cd9b53f4f60d,2f6c0629dc44cd9b53f4f60d,0x29066c2f,0x9bcd44dc,0xf453,0xdf6,BSP
0x7c7f,4,<\UN,0x7c59,38,l,bc07034252414b454c2299283329a41205696999656d45f7,3329a41205696999656d45f7,0x12a42933,0x99696905,0x6d65,0xf745,
0x7f99,28,RSE\ITALY1\I2A_DIRT2-TGA.GXI,0x7f42,87,l,6f00aca35d790900323c01110000aa0f0000bd0f00000016,0000aa0f0000bd0f00000016,0xfaa0000,0xfbd0000,0x0,0x1600,GXI
0x8150,17,S\PS2\OPTIONS.XML,0x813a,22,n,fb0900006e000c0d313c01035343454e455ce40abc460009,5343454e455ce40abc460009,0x4e454353,0xae45c45,0x46bc,0x900,XML
0x834c,7,FONTS\v,0x833a,18,l,2314ec47a11100006c000324df5e009cae311c022bcc0703,df5e009cae311c022bcc0703,0x9c005edf,0x21c31ae,0xcc2b,0x307,
0x8612,7,_W2.PSM,0x85e0,50,l,8427006c0003b4736000e80f337c039c6bae645732acfd0f,337c039c6bae645732acfd0f,0x9c037c33,0x5764ae6b,0xac32,0xffd,PSM
0x87dc,6,2A;\ql,0x87c2,26,n,6e009c9dac2b2fac092d6f07434154239c2b2ab41102700d,434154239c2b2ab41102700d,0x23544143,0xb42a2b9c,0x211,0xd70,
0x8a4c,7,BOX.PSB,0x8a38,20,n,fa47510200006e002472358c042c2d0a4922442022605307,042c2d0a4922442022605307,0xa2d2c04,0x20442249,0x6022,0x753,PSB
0x8cc1,5,>-\Nl,0x8c9f,34,l,fb383c06ac0f06325c434f4e435245542a382203697c1fba,435245542a382203697c1fba,0x54455243,0x322382a,0x7c69,0xba1f,
0x8f62,16,\FMV\CHALL02.PSS,0x8f09,89,n,17600000000000110000bd0f0000a80f0000000e01000000,0000a80f0000000e01000000,0xfa80000,0xe000000,0x1,0x0,PSS
0x8f8e,42,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI,0x8f7c,18,l,bd5bfb46d7fe00006c00002e0c2e60007c955d0003000000,0c2e60007c955d0003000000,0x602e0c,0x5d957c,0x3,0x0,GXI
0x90c5,19,MISC\CLOTHBALLGXM(0,0x90b6,15,l,400305b33a1e48f17c00006c0003f8a65f001c17312c010e,0003f8a65f001c17312c010e,0xa6f80300,0x171c005f,0x2c31,0xe01,
0x9471,6,7>N\_n,0x942d,68,l,0e43415244414d414745424954535f3030309844036991e5,54535f3030309844036991e5,0x305f5354,0x44983030,0x6903,0xe591,
0x9876,10,\TRAINTRA),0x9866,16,l,6969de949e3fef3900006c0003183f5d0028b72001ac0506,03183f5d0028b72001ac0506,0x5d3f1803,0x20b72800,0xac01,0x605,
0x98b9,6,18.PSB,0x98a8,17,l,05845fd247751a00006c006e511443313c03acf8300c480c,511443313c03acf8300c480c,0x31431451,0xf8ac033c,0xc30,0xc48,PSB
0x9bcd,5,?>\%l,0x9ba4,41,n,f302435245454e229d24547801015f303137ac4702858899,01015f303137ac4702858899,0x305f0101,0x47ac3731,0x8502,0x9988,
0x9e31,4,10\x,0x9e1f,18,l,b2fcd547950300006c000370d95c0080c2312c01ac407700,d95c0080c2312c01ac407700,0x80005cd9,0x12c31c2,0x40ac,0x77,
0x9f0e,39,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI,0x9eec,34,l,305d00030000005c544e47110000a80f0000e90f0000001e,0000a80f0000e90f0000001e,0xfa80000,0xfe90000,0x0,0x1e00,GXI
0x9f8c,23,VEHICLES\JUMP\WHEEL.PSM,0x9f7c,16,l,696990484d48051f00006c0003b0e35d004831312c010011,03b0e35d004831312c010011,0x5de3b003,0x31314800,0x12c,0x1100,PSM
0xa0ba,5,A=\El,0xa091,41,l,dc080a53325c535455424c454e445f522928010369ba1ff7,4e445f522928010369ba1ff7,0x525f444e,0x3012829,0xba69,0xf71f,
0xa0e6,9,ICONS\MC|,0xa0da,12,l,504629100105d92a1d48b26400006c00921a0000305c0305,00006c00921a0000305c0305,0x6c0000,0x1a92,0x5c30,0x503,
0xa33c,4,.PSB,0xa325,23,l,0100006c0003044a6000844831fc012b6c0578172924030c,31fc012b6c0578172924030c,0x2b01fc31,0x1778056c,0x2429,0xc03,PSB
0xa7d2,5,>Y\Ql,0xa7b5,29,n,d63cfc1a9c247448054144204755494445296c0c02ac92c1,4755494445296c0c02ac92c1,0x44495547,0xc6c2945,0xac02,0xc192,
0xa844,12,LANGUAGE.XML,0xa82c,24,o,00006f00a82760309c0d245c35e49c24bf25535c50546d0f,35e49c24bf25535c50546d0f,0x249ce435,0x5c5325bf,0x5450,0xf6d,XML
0xaba8,5,Dk\ll,0xab55,83,l,3c1cbc532bcc04233f36535552226d2e32b86c03695c4406,52226d2e32b86c03695c4406,0x2e6d2252,0x36cb832,0x5c69,0x644,
0xaf03,42,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI,0xaea6,93,n,b25d0000000000110000e90f0000bf0f0000002603000000,0000bf0f0000002603000000,0xfbf0000,0x26000000,0x3,0x0,GXI
0xb16a,5,"=,\mo",0xb122,72,l,385c02dc39064d5c504c414e4530312874030469693347ea,4530312874030469693347ea,0x28313045,0x69040374,0x3369,0xea47,
0xb29e,5,1.CFL,0xb25f,63,n,50205e00aca12d3c02085343454e455c49434f4e54b0d20b,454e455c49434f4e54b0d20b,0x5c454e45,0x4e4f4349,0xb054,0xbd2,CFL
0xb3a5,17,HUD\PACENOTES.PSB,0xb395,16,l,20058b031c48e50100006c0003e0a05f0098c8312c010009,03e0a05f0098c8312c010009,0x5fa0e003,0x31c89800,0x12c,0x900,PSB
0xb466,13,VEHICLES\JUMP,0xb43a,44,l,522ade2704c5ac0f70500310cc5e00cc16bc012bdc270005,cc5e00cc16bc012bdc270005,0xcc005ecc,0x2b01bc16,0x27dc,0x500,
0xb612,7,M1\WHE*,0xb601,17,l,6969ade5406d0f00006c00038cb65e0070de383c01bc1103,8cb65e0070de383c01bc1103,0x5eb68c,0x3c38de70,0xbc01,0x311,
0xb67f,8,\CAR.PSM,0xb646,57,l,7101006c007e88e0ed310c23270c1101524d4f4e22b8200f,270c1101524d4f4e22b8200f,0x1110c27,0x4e4f4d52,0xb822,0xf20,PSM
0xb83f,12,SMALLCARS\'$,0xb7c8,119,l,6951d4ef47334ca86c000368c15c0090d3314c0f2b4c0507,c15c0090d3314c0f2b4c0507,0x90005cc1,0xf4c31d3,0x4c2b,0x705,
0xb8f9,6,M1.BSP,0xb8a1,88,n,6940a2a340ecbf13006e00dc94357c1b2bbc015cc0a00f08,94357c1b2bbc015cc0a00f08,0x1b7c3594,0x5c01bc2b,0xa0c0,0x80f,BSP
0xb9c1,5,M.XML,0xb97d,68,l,5306ae0000ec925e005871332c02015241434580a29cd009,2c02015241434580a29cd009,0x5201022c,0x80454341,0x9ca2,0x9d0,XML
0xbd66,6,S\PS2l,0xbd50,22,l,9c4300006c00034c4c5e006c942d2c03240c22f433bced02,942d2c03240c22f433bced02,0x32c2d94,0xf4220c24,0xbc33,0x2ed,
0xbec5,7,_S2.BSP,0xbe6a,91,l,11075f53325c5455524b4559110000bf0f00000c1000000d,110000bf0f00000c1000000d,0xbf000011,0xc00000f,0x10,0xd00,BSP
0xbee5,47,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI,0xbed3,18,l,e9ed2e41d12b00006c00003270985f0084565d0003000000,70985f0084565d0003000000,0x5f9870,0x5d5684,0x3,0x0,GXI
0xc003,27,SCREENS\PS2\RACERESULTS.XML,0xbfe7,28,o,40e65c78092cdc06085343454e455c46524f4e5450070013,4e455c46524f4e5450070013,0x465c454e,0x544e4f52,0x750,0x1300,XML
0xc04b,9,SHEET.PSB,0xc026,37,l,03e4090d5c4e45575c54524f50485949434f4e53cc010002,50485949434f4e53cc010002,0x49594850,0x534e4f43,0x1cc,0x200,PSB
0xc0ac,5,F2\Tn,0xc026,134,l,4652414e4345315c984a9039015f4c465428e40402c7faf9,015f4c465428e40402c7faf9,0x464c5f01,0x4e42854,0xc702,0xf9fa,
0xc1a4,6,COMMl\,0xc195,15,l,cc08050fcedc3dac0c00006c000308d15e0084f3310c0101,000308d15e0084f3310c0101,0xd1080300,0xf384005e,0xc31,0x101,
0xc1ff,4,10\x,0xc1ed,18,l,c0dbd5479c1000006c0003307e5f00f0f4313c02ac1a7700,7e5f00f0f4313c02ac1a7700,0xf0005f7e,0x23c31f4,0x1aac,0x77,
0xc603,21,VEHICLES\SIMMBUGGHINI,0xc5b5,78,l,33338e320c60bc2d7cad03c89c5c000465acc92bec35000d,9c5c000465acc92bec35000d,0x4005c9c,0x2bc9ac65,0x35ec,0xd00,
0xc6fa,12,TANK\CAR.PSM,0xc6c7,51,l,0805bdb18b48892c01006c00721a1468312c0127ac070001,721a1468312c0127ac070001,0x68141a72,0x27012c31,0x7ac,0x100,PSM
0xc76d,7,?;GD\gn,0xc753,26,l,6c00037cdb5e0060f2312c02dc33ad08322da440046969ae,dc33ad08322da440046969ae,0x8ad33dc,0x40a42d32,0x6904,0xae69,
0xc7d5,5,2.CFL,0xc753,130,l,6c0003dc46600060152d8c2ebc610349434f4e545c800a0b,bc610349434f4e545c800a0b,0x490361bc,0x544e4f43,0x805c,0xb0a,CFL
0xc859,5,C*\=l,0xc844,21,n,46b7fe00006e00b0a83ccc08ce094d5c2c280e0369ff1b04,ce094d5c2c280e0369ff1b04,0x5c4d09ce,0x30e282c,0xff69,0x41b,
0xc8da,5,En\%n,0xc8bf,27,l,00030c065f00008e326c0223dc3b30ed2a39ac0802ee2efa,dc3b30ed2a39ac0802ee2efa,0xed303bdc,0x8ac392a,0xee02,0xfa2e,
0xcc44,10,iib}AGb\4l,0xcc16,46,l,d412ac906e4fc8634d6acaac2d2b9c342ccc07289c310500,2d2b9c342ccc07289c310500,0x349c2b2d,0x2807cc2c,0x319c,0x5,
