table_off_hex,target_off_hex,control_hex,nearest_marker_hex,nearest_marker_dist,nearest_marker_tag,nearest_path_hex,nearest_path_dist,nearest_path
0x36c,0x5fef,0xb000,0x5ff4,5,l,0x60b7,200,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x370,0x204c,0xe,0x205b,15,n,0x2623,1495,SPAIN_S1\ROAD1A-TGA.GXI
0x374,0x5f33,0x800,0x5f5c,41,l,0x60b7,388,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x378,0x5fdc,0xc800,0x5fcf,13,l,0x60b7,219,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x37c,0x600e,0x800,0x601a,12,n,0x60b7,169,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x380,0x5fcd,0xbc00,0x5fcf,2,l,0x60b7,234,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x388,0x5f7e,0xb800,0x5f5c,34,l,0x60b7,313,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x38c,0x5d94,0x4400,0x5d9b,7,n,0x60b7,803,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x390,0x1e5d,0x5d9c,0x1e5f,2,n,0x18b7,1446,VEHICLES\MOONBUGGY\WHEEL.PSM
0x394,0x4c08,0x35c,0x4c19,17,n,0x516a,1378,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x398,0x280a,0x5f23,0x280d,3,n,0x2623,487,SPAIN_S1\ROAD1A-TGA.GXI
0x39c,0x9000,0x6083,0x9019,25,o,0x8f8e,114,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0x3a0,0x1800,0x600f,0x1810,16,o,0x1782,126,\TNG\DATAPSM\COURSE\ITALY1\WALL_02-TGA.GXI
0x3a4,0xe000,0x24c,0xdffa,6,l,0xe308,776,S\PS2\PROGRESS.XML
0x3a8,0x8c06,0x5f33,0x8c16,16,n,0x8f62,860,\FMV\CHALL02.PSS
0x3ac,0x8c00,0x6033,0x8c16,22,n,0x8f62,866,\FMV\CHALL02.PSS
0x3b0,0x5000,0x66c,0x5003,3,n,0x516a,362,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
