table_off_hex,target_off_hex,control_hex,nearest_marker_hex,nearest_marker_dist,nearest_marker_tag,nearest_path_hex,nearest_path_dist,nearest_path
0x101c,0x5252,0x4c41,0x5254,2,n,0x516a,232,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1020,0x542d,0x4147,0x5437,10,n,0x5422,11,FMV\FUJ3.PSS
0x1024,0x472e,0x4958,0x4727,7,n,0x4279,1205,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1028,0x6900,0x8d69,0x68e3,29,l,0x6d35,1077,FMV\GO2.PSS
0x102c,0x22f4,0x845,0x22dd,23,n,0x2623,815,SPAIN_S1\ROAD1A-TGA.GXI
0x1034,0xf400,0xbd0a,0xf413,19,n,0xf311,239,FMV\ELF3.PSS
0x1040,0x5352,0x5c45,0x5358,6,n,0x5422,208,FMV\FUJ3.PSS
0x1044,0x5053,0x4941,0x504a,9,n,0x516a,279,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1048,0x5f4e,0x5f57,0x5f5c,14,l,0x60b7,361,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x104c,0x4c46,0x5049,0x4c56,16,n,0x516a,1316,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1050,0x495c,0x4154,0x496f,19,l,0x4279,1763,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1054,0x494c,0x4e41,0x4944,8,n,0x4279,1747,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1058,0x4720,0x4152,0x4727,7,n,0x4279,1191,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x105c,0x5353,0x5753,0x5358,5,n,0x5422,207,FMV\FUJ3.PSS
0x1060,0x4829,0x601,0x4834,11,l,0x4279,1456,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1064,0x6e69,0x234,0x6e6c,3,n,0x6d35,308,FMV\GO2.PSS
0x106c,0x6e00,0x5800,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x1070,0xac71,0x2b1b,0xac69,8,l,0xaf03,658,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x1078,0x4543,0x454e,0x4537,12,n,0x4279,714,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x107c,0x525c,0x4341,0x5254,8,n,0x516a,242,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1080,0x5445,0x5345,0x5437,14,n,0x5422,35,FMV\FUJ3.PSS
0x1084,0x8854,0xd09,0x886d,25,n,0x8150,1796,S\PS2\OPTIONS.XML
0x1088,0x5359,0x2e31,0x5358,1,n,0x5422,201,FMV\FUJ3.PSS
0x108c,0x4d58,0x4c,0x4d67,15,n,0x516a,1042,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1090,0xf81e,0x3de8,0xf83f,33,l,0xf311,1293,FMV\ELF3.PSS
0x1094,0x29da,0x0,0x29dd,3,n,0x2adf,261,CUPS\CUP_FUJSEM.PSM
0x109c,0x21ac,0xec2b,0x21a7,5,n,0x2623,1143,SPAIN_S1\ROAD1A-TGA.GXI
0x10a0,0x6c00,0x2d21,0x6bf7,9,n,0x6d35,309,FMV\GO2.PSS
0x10a8,0x5441,0x5741,0x5437,10,n,0x5422,31,FMV\FUJ3.PSS
0x10ac,0x4548,0x4c45,0x4537,17,n,0x4279,719,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x10b0,0x4f43,0x4556,0x4f34,15,l,0x516a,551,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x10b4,0x2852,0x224,0x284f,3,n,0x2623,559,SPAIN_S1\ROAD1A-TGA.GXI
0x10b8,0x7905,0x2ef,0x7900,5,n,0x786c,153,FMV\MICROIDS.PSS
0x10bc,0x9c3f,0x1f,0x9c37,8,l,0x9f0e,719,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x10c0,0x6e00,0x2400,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x10c4,0x31de,0x21c,0x31cf,15,n,0x34e6,776,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x10cc,0x460c,0x4152,0x462c,32,n,0x4279,915,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x10d0,0x434e,0x5f45,0x434f,1,n,0x4279,213,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x10d4,0x3153,0x4e5c,0x314c,7,n,0x34e6,915,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x10d8,0x494f,0x4553,0x4944,11,n,0x4279,1750,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x10e0,0x97ab,0x473f,0x97c1,22,l,0x9f0e,1891,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x10e4,0x3fba,0x0,0x3fd5,27,l,0x4279,703,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x10ec,0x3125,0x23c,0x3130,11,n,0x34e6,961,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x10f4,0x5255,0x454b,0x5254,1,n,0x516a,235,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x10f8,0x5f59,0x3253,0x5f5c,3,l,0x60b7,350,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x10fc,0x24a6,0x4546,0x24c8,34,l,0x2623,381,SPAIN_S1\ROAD1A-TGA.GXI
0x1104,0x2854,0x130,0x284f,5,n,0x2623,561,SPAIN_S1\ROAD1A-TGA.GXI
0x1108,0x6908,0x6969,0x68e3,37,l,0x6d35,1069,FMV\GO2.PSS
0x110c,0xb2c7,0x3de4,0xb2c3,4,l,0xb3a5,222,HUD\PACENOTES.PSB
0x1110,0x2815,0x0,0x280d,8,n,0x2623,498,SPAIN_S1\ROAD1A-TGA.GXI
0x1118,0x4c37,0x2b02,0x4c33,4,n,0x516a,1331,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1120,0x4449,0x4e45,0x444e,5,l,0x4279,464,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1124,0x5641,0x2731,0x564d,12,n,0x54aa,407,HUD\HUD-TEMPLATE.PSB
0x112c,0x6969,0xf4a4,0x693f,42,n,0x6d35,972,FMV\GO2.PSS
0x1130,0x35ac,0x3e7c,0x35ae,2,l,0x3605,89,S\PS2\RACEDETAILS2.XML
0x113c,0xb563,0x47d5,0xb560,3,l,0xb67f,284,\CAR.PSM
0x1148,0xcc2f,0xbc02,0xcc16,25,l,0xced9,682,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x114c,0x7649,0x3100,0x7650,7,n,0x786c,547,FMV\MICROIDS.PSS
0x1150,0x9030,0x4b,0x9044,20,n,0x8f8e,162,\TNG\DATAPSM\COURSE\TURKEY_S2\TREE-TGA.GXI
0x1154,0x5f04,0x4d53,0x5ec4,64,n,0x60b7,435,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x1158,0x4c41,0x2e4c,0x4c33,14,n,0x516a,1321,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x115c,0x5350,0x42,0x5358,8,n,0x5422,210,FMV\FUJ3.PSS
0x1160,0x6969,0x9569,0x693f,42,n,0x6d35,972,FMV\GO2.PSS
0x1164,0xe9be,0x1540,0xe9c8,10,l,0xe4b5,1289,HUD\HUD-NUMS.PSB
0x116c,0xac00,0x3709,0xac08,8,l,0xaf03,771,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x1174,0x4168,0x5901,0x4187,31,n,0x4279,273,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1178,0x4d5f,0xb831,0x4d67,8,n,0x516a,1035,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1180,0x5f41,0x4944,0x5f5c,27,l,0x60b7,374,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x1184,0x5452,0x4c42,0x5437,27,n,0x5422,48,FMV\FUJ3.PSS
0x1188,0x4e45,0x3144,0x4e50,11,n,0x516a,805,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x118c,0x3829,0x606,0x3829,0,n,0x396b,322,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x1190,0x4f69,0xeca8,0x4f79,16,l,0x516a,513,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1194,0xef47,0x11,0xef3e,9,l,0xf311,970,FMV\ELF3.PSS
0x1198,0x6e00,0x7c00,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x119c,0x356e,0x14e,0x3567,7,o,0x34e6,136,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x11a0,0x5246,0x5664,0x5239,13,o,0x516a,220,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x11a4,0x4e03,0x5c44,0x4e06,3,o,0x516a,871,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x11a8,0x454e,0x9d57,0x455f,17,n,0x4279,725,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x11ac,0x5312,0x95,0x5310,2,n,0x5422,272,FMV\FUJ3.PSS
0x11b0,0xb032,0x314,0xb02a,8,l,0xaf03,303,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x11b4,0x3032,0x305f,0x3032,0,n,0x34e6,1204,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x11b8,0x3530,0x57cc,0x3520,16,l,0x34e6,74,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x11bc,0xf905,0xd279,0xf8eb,26,l,0xfebe,1465,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0x11c0,0x3c47,0xd,0x3c4d,6,l,0x396b,732,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x11c4,0x6e00,0x3400,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x11c8,0x36b7,0x13c,0x36b7,0,o,0x3605,178,S\PS2\RACEDETAILS2.XML
0x11cc,0x669c,0x4102,0x66a2,6,n,0x60b7,1509,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x11d0,0x4952,0x4c41,0x4944,14,n,0x4279,1753,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x11d8,0x8c5c,0x401,0x8c5e,2,n,0x8f62,774,\FMV\CHALL02.PSS
0x11dc,0x315f,0x5f38,0x3170,17,n,0x34e6,903,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x11e0,0x3030,0x8430,0x3032,2,n,0x34e6,1206,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x11e8,0x412d,0xcd3,0x4128,5,l,0x4279,332,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x11f0,0xe7f0,0x1e35,0xe7db,21,l,0xe4b5,827,HUD\HUD-NUMS.PSB
0x11f4,0x4301,0x314f,0x42f9,8,n,0x4279,136,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x11fc,0x2950,0x650,0x2956,6,l,0x2adf,399,CUPS\CUP_FUJSEM.PSM
0x1204,0xec45,0x3e,0xec4a,5,n,0xf311,1740,FMV\ELF3.PSS
0x1208,0x6e00,0x1400,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x120c,0x37b2,0xaec,0x37c2,16,n,0x3605,429,S\PS2\RACEDETAILS2.XML
0x1218,0x454e,0x2055,0x455f,17,n,0x4279,725,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x121c,0x5244,0x5259,0x5239,11,o,0x516a,218,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1220,0x434f,0x2d4b,0x434f,0,n,0x4279,214,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1224,0x4153,0x444e,0x4147,12,n,0x4279,294,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1228,0x522d,0x5448,0x5239,12,o,0x516a,195,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x122c,0x4829,0x601,0x4834,11,l,0x4279,1456,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1230,0xc469,0x2ae5,0xc49c,51,l,0xc6fa,657,TANK\CAR.PSM
0x1234,0xd13e,0x3f,0xd132,12,o,0xd0d4,106,FMV\INV1.PSS
0x1238,0x6c00,0x2200,0x6bf7,9,n,0x6d35,309,FMV\GO2.PSS
0x123c,0x454c,0x397c,0x455f,19,n,0x4279,723,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1240,0x2c2f,0xcc07,0x2c2a,5,n,0x2adf,336,CUPS\CUP_FUJSEM.PSM
0x1244,0xae13,0x3158,0xae27,20,l,0xaf03,240,\TNG\DATAPSM\COURSE\ITALY_S2\DRUM2-TGA.GXI
0x1248,0x6d5c,0x304e,0x6d67,11,n,0x6d35,39,FMV\GO2.PSS
0x124c,0xb429,0x508,0xb41d,12,n,0xb3a5,132,HUD\PACENOTES.PSB
0x1250,0xa276,0x4742,0xa24c,42,l,0x9f8c,746,VEHICLES\JUMP\WHEEL.PSM
0x1254,0x2909,0x0,0x2907,2,n,0x2adf,470,CUPS\CUP_FUJSEM.PSM
0x125c,0xec24,0x362e,0xec07,29,l,0xf311,1773,FMV\ELF3.PSS
0x126c,0x4f47,0x5029,0x4f57,16,l,0x516a,547,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1274,0x473f,0xf8e,0x4727,24,n,0x4279,1222,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x127c,0x3d4c,0x4bc,0x3d44,8,l,0x396b,993,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x1280,0x3c2d,0x101,0x3c4d,32,l,0x396b,706,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x1284,0x5244,0x4d55,0x5239,11,o,0x516a,218,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1288,0x2427,0x501,0x2431,10,n,0x2623,508,SPAIN_S1\ROAD1A-TGA.GXI
0x128c,0x4dd8,0x4521,0x4de6,14,n,0x516a,914,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1290,0x224c,0x0,0x2287,59,n,0x2623,983,SPAIN_S1\ROAD1A-TGA.GXI
0x1298,0xdc3c,0x2b05,0xdc38,4,n,0xe308,1740,S\PS2\PROGRESS.XML
0x12a0,0x4548,0x4b43,0x4537,17,n,0x4279,719,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x12a4,0x2753,0x11c,0x2756,3,l,0x2623,304,SPAIN_S1\ROAD1A-TGA.GXI
0x12a8,0x7005,0x9cfb,0x7015,16,l,0x6fe7,30,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI
0x12ac,0x9e46,0x33,0x9e1f,39,l,0x9f0e,200,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x12b0,0x6c00,0x7c00,0x6bf7,9,n,0x6d35,309,FMV\GO2.PSS
0x12b4,0x3acd,0x48c,0x3ac8,5,l,0x396b,354,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x12bc,0x425c,0x4749,0x422f,45,n,0x4279,29,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x12c0,0x4142,0x4e52,0x4147,5,n,0x4279,311,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x12c8,0x6969,0x374a,0x693f,42,n,0x6d35,972,FMV\GO2.PSS
0x12cc,0x43ca,0x28d7,0x43d8,14,n,0x4279,337,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x12d4,0x4cdc,0x3afc,0x4cb1,43,n,0x516a,1166,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x12dc,0x4d03,0x525c,0x4cb1,82,n,0x516a,1127,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x12e0,0x4f4f,0x2946,0x4f57,8,l,0x516a,539,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x12e8,0x5d50,0x3f58,0x5d57,7,l,0x60b7,871,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x12ec,0x2676,0x0,0x268a,20,l,0x2623,83,SPAIN_S1\ROAD1A-TGA.GXI
0x12fc,0x455c,0x2b4c,0x455f,3,n,0x4279,739,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1304,0xcd74,0xa43d,0xcd84,16,n,0xced9,357,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x130c,0x7000,0x377a,0x7015,21,l,0x6fe7,25,APSM\COURSE\ITALY_S3\VHUTDOOR-TGA.GXI
0x1318,0x5356,0x5444,0x5358,2,n,0x5422,204,FMV\FUJ3.PSS
0x131c,0x4304,0x3645,0x42f9,11,n,0x4279,139,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1320,0x5834,0x3436,0x5829,11,n,0x54aa,906,HUD\HUD-TEMPLATE.PSB
0x1324,0x5a98,0x6906,0x5a9b,3,n,0x54aa,1518,HUD\HUD-TEMPLATE.PSB
0x1328,0x2510,0x42be,0x2505,11,l,0x2623,275,SPAIN_S1\ROAD1A-TGA.GXI
0x132c,0x2098,0x0,0x2081,23,n,0x2623,1419,SPAIN_S1\ROAD1A-TGA.GXI
0x1334,0x1c37,0x9c01,0x1c3c,5,n,0x18b7,896,VEHICLES\MOONBUGGY\WHEEL.PSM
0x1338,0x6c51,0xe63,0x6c0d,68,l,0x6d35,228,FMV\GO2.PSS
0x133c,0x5f59,0x3453,0x5f5c,3,l,0x60b7,350,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x1340,0x4d5c,0x5452,0x4d67,11,n,0x516a,1038,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1344,0x5552,0x4b43,0x554f,3,n,0x54aa,168,HUD\HUD-TEMPLATE.PSB
0x1348,0x5220,0x4c4f,0x5207,25,l,0x516a,182,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x134c,0x294c,0x1533,0x2956,10,l,0x2adf,403,CUPS\CUP_FUJSEM.PSM
0x1350,0xf780,0x27e2,0xf7a4,36,l,0xf311,1135,FMV\ELF3.PSS
0x1358,0x3a20,0x46c,0x3a25,5,n,0x396b,181,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x135c,0x1afc,0x81bc,0x1b22,38,n,0x18b7,581,VEHICLES\MOONBUGGY\WHEEL.PSM
0x1360,0x3c2c,0x515,0x3c4d,33,l,0x396b,705,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x1364,0xc8d9,0x4603,0xc8bf,26,l,0xc6fa,479,TANK\CAR.PSM
0x1368,0x3643,0x0,0x3644,1,o,0x3605,62,S\PS2\RACEDETAILS2.XML
0x1370,0xec24,0x3c5c,0xec07,29,l,0xf311,1773,FMV\ELF3.PSS
0x1378,0x545c,0x4e45,0x5437,37,n,0x5422,58,FMV\FUJ3.PSS
0x137c,0x3254,0x9229,0x3252,2,n,0x34e6,658,\TNG\DATAPSM\COURSE\FRANCE_M\MRTRUCKROOF-TGA.GXI
0x1380,0x2c05,0xac65,0x2c0b,6,n,0x2adf,294,CUPS\CUP_FUJSEM.PSM
0x1384,0x6c19,0x2210,0x6c0d,12,l,0x6d35,284,FMV\GO2.PSS
0x1388,0x49cc,0x9c,0x49b3,25,n,0x4279,1875,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x138c,0xcc2e,0x651a,0xcc16,24,l,0xced9,683,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x1390,0x539b,0x7dac,0x5379,34,l,0x5422,135,FMV\FUJ3.PSS
0x1394,0x1b6c,0x4909,0x1b67,5,n,0x18b7,693,VEHICLES\MOONBUGGY\WHEEL.PSM
0x139c,0x4684,0xd348,0x4687,3,n,0x4279,1035,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x13a4,0xb400,0x3504,0xb401,1,n,0xb3a5,91,HUD\PACENOTES.PSB
0x13ac,0x4556,0x4948,0x455f,9,n,0x4279,733,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x13b0,0x4c43,0x5345,0x4c33,16,n,0x516a,1319,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x13b4,0x495c,0x4543,0x496f,19,l,0x4279,1763,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x13b8,0x5243,0x4145,0x5239,10,o,0x516a,217,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x13bc,0x5c4d,0x4f43,0x5c4e,1,n,0x60b7,1130,\TNG\DATAPSM\COURSE\TURKEY_S2_FLIP\MUD TO ROR-TGA.GXI
0x13c0,0x504d,0x454c,0x504a,3,n,0x516a,285,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x13c4,0x4554,0x502e,0x455f,11,n,0x4279,731,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x13c8,0x4d53,0x5000,0x4d67,20,n,0x516a,1047,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x13cc,0xbc98,0x6e06,0xbc92,6,l,0xbee5,589,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0x13d0,0x9c0e,0x2849,0x9c15,7,l,0x9f0e,768,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x13d8,0x271d,0x10c,0x270f,14,n,0x2623,250,SPAIN_S1\ROAD1A-TGA.GXI
0x13dc,0x530f,0x4145,0x5310,1,n,0x5422,275,FMV\FUJ3.PSS
0x13e0,0x4254,0x4755,0x422f,37,n,0x4279,37,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x13e4,0x5947,0xec00,0x594c,5,n,0x54aa,1181,HUD\HUD-TEMPLATE.PSB
0x13e8,0xe960,0x7e3f,0xe94f,17,n,0xe4b5,1195,HUD\HUD-NUMS.PSB
0x13f0,0x2200,0x3a3c,0x21dc,36,l,0x2623,1059,SPAIN_S1\ROAD1A-TGA.GXI
0x13f8,0x7d03,0x5915,0x7d29,38,l,0x7f99,662,RSE\ITALY1\I2A_DIRT2-TGA.GXI
0x13fc,0x5443,0x5241,0x5437,12,n,0x5422,33,FMV\FUJ3.PSS
0x1400,0x274b,0x3d6,0x2756,11,l,0x2623,296,SPAIN_S1\ROAD1A-TGA.GXI
0x1404,0xce90,0x63bc,0xce90,0,l,0xced9,73,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x140c,0x2c28,0x2b00,0x2c2a,2,n,0x2adf,329,CUPS\CUP_FUJSEM.PSM
0x1414,0x494d,0x4353,0x4944,9,n,0x4279,1748,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1418,0x4f5c,0x4a42,0x4f57,5,l,0x516a,526,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x141c,0x4345,0x5354,0x434f,10,n,0x4279,204,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1420,0x545c,0x4d55,0x5437,37,n,0x5422,58,FMV\FUJ3.PSS
0x1424,0x4c42,0x5745,0x4c33,15,n,0x516a,1320,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x1428,0x4545,0x7c44,0x4537,14,n,0x4279,716,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1430,0x3f09,0xa3b,0x3f0a,1,l,0x4279,880,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x143c,0xfc36,0xdc01,0xfc28,14,l,0xfebe,648,\TNG\DATAPSM\COMMONTEXTURES\ICEWIN-TGA.GXI
0x1444,0x415c,0x554c,0x4147,21,n,0x4279,285,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1448,0x494d,0x494e,0x4944,9,n,0x4279,1748,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x144c,0xcc29,0x50e,0xcc16,19,l,0xced9,688,"""\DATAPSM\COMMONTEXTURES\SIDERED2-TGA.GXI"
0x1450,0x9fce,0x3dcb,0x9fd5,7,l,0x9f8c,66,VEHICLES\JUMP\WHEEL.PSM
0x1460,0x2b01,0xa6c,0x2b17,22,l,0x2adf,34,CUPS\CUP_FUJSEM.PSM
0x1464,0x4304,0x4f4c,0x42f9,11,n,0x4279,139,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1468,0x4455,0x3653,0x444e,7,l,0x4279,476,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x146c,0x2c27,0x503,0x2c2a,3,n,0x2adf,328,CUPS\CUP_FUJSEM.PSM
0x1470,0xa339,0x3fe2,0xa349,16,n,0x9f8c,941,VEHICLES\JUMP\WHEEL.PSM
0x1474,0x1838,0x0,0x1832,6,n,0x18b7,127,VEHICLES\MOONBUGGY\WHEEL.PSM
0x147c,0x28ac,0xc31,0x28a3,9,n,0x2adf,563,CUPS\CUP_FUJSEM.PSM
0x1480,0x9c01,0xcc52,0x9bf5,12,l,0x9f0e,781,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x1484,0x2511,0x21d0,0x2505,12,l,0x2623,274,SPAIN_S1\ROAD1A-TGA.GXI
0x1488,0x53f0,0xe264,0x53ea,6,l,0x5422,50,FMV\FUJ3.PSS
0x148c,0x4402,0x4f4f,0x43f8,10,o,0x4279,393,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1490,0x4252,0x4c27,0x422f,35,n,0x4279,39,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x1498,0x43c8,0x3293,0x43d8,16,n,0x4279,335,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x14a0,0x2520,0x250c,0x252d,13,n,0x2623,259,SPAIN_S1\ROAD1A-TGA.GXI
0x14a4,0x4c36,0x2801,0x4c33,3,n,0x516a,1332,APSM\COURSE\FRANCE_S1\BARK-TGA.GXI
0x14ac,0x9829,0x614,0x9824,5,n,0x9f0e,1765,\DATAPSM\COURSE\ITALY_W1\TFRONT-TGA.GXI
0x14b0,0x3b69,0xf74a,0x3b55,20,l,0x396b,510,VEHICLES\SEATBUGGY\COMPLETE.PSMH
0x14b8,0x6e00,0x8400,0x6df1,15,n,0x6d35,203,FMV\GO2.PSS
0x14bc,0xbce3,0x23eb,0xbcb2,49,l,0xbee5,514,\TNG\DATAPSM\COURSE\ITALY_M1_FLIP\WATER-TGA.GXI
0x14c0,0x242c,0x460c,0x2431,5,n,0x2623,503,SPAIN_S1\ROAD1A-TGA.GXI
0x14c4,0x564d,0x435c,0x564d,0,n,0x54aa,419,HUD\HUD-TEMPLATE.PSB
0x14c8,0x4148,0x4c4c,0x4147,1,n,0x4279,305,\TNG\DATAPSM\VEHICLES\MEGANE\COMPLETE.PSM
0x14cc,0x3730,0x502e,0x3721,15,l,0x3605,299,S\PS2\RACEDETAILS2.XML
0x14d0,0x5353,0x297c,0x5358,5,n,0x5422,207,FMV\FUJ3.PSS
