start,end,size,shape,tags,count
937658,937663,5,mixed,BX*Hd,1
966892,966897,5,mixed,BXA0,1
1005821,1005899,78,mixed,BX91|BXA0|BXI1,3
1021784,1021838,54,mixed,BXA0|BXI1,2
1037529,1037569,40,mixed,BX91|BXA0,2
1062316,1062321,5,mixed,BXA0,1
1078998,1079086,88,mixed,BX91|BXA0|BXI1,3
1096074,1096157,83,mixed,BX91|BXI1,2
1113019,1113107,88,mixed,BX91|BXI1,2
1139516,1139569,53,mixed,BXBa|BX{,2
1156661,1156752,91,mixed,BX91|BXA0|BXI1,3
1172915,1173014,99,mixed,BX91|BXA0|BXI1,3
1189343,1189436,93,mixed,BX91|BXA0|BXI1,3
1215325,1215330,5,mixed,BX{,1
1230772,1230777,5,mixed,BX91,1
1246449,1246454,5,mixed,BX91,1
1250923,1250928,5,mixed,BXQ,1
1262473,1262478,5,mixed,BX91,1
1266850,1266855,5,mixed,BXT,1
1303186,1303191,5,mixed,BXA0,1
1307452,1307457,5,mixed,BX91,1
1319594,1319599,5,mixed,BX91,1
1324185,1324190,5,mixed,BXBa,1
1336012,1336055,43,mixed,BX91|BXA0,2
1376893,1376977,84,mixed,BX91|BXA0|BXI1,3
1394255,1394295,40,mixed,BX91|BXA0,2
1399663,1399708,45,mixed,BX91|BXA0,2
1413497,1413543,46,mixed,BX91|BXA0,2
1440878,1440926,48,mixed,BXU|BX{,2
1459233,1459326,93,mixed,BX91|BXA0|BXI1,3
1464207,1464212,5,mixed,BXQ,1
1477251,1477352,101,mixed,BX91|BXBa|BXQ,3
1481996,1482050,54,mixed,BXBa|BXQ,2
1495247,1495343,96,mixed,BX91|BXQ,2
1521697,1521702,5,mixed,BX{,1
1538619,1538657,38,mixed,BX*Hd|BX91,2
1555508,1555547,39,mixed,BX*Hd|BX91,2
1571991,1572069,78,mixed,BX*Hd|BXQ|BXQ,3
1576344,1576349,5,mixed,BX91,1
1614000,1614005,5,mixed,BX91,1
1618416,1618421,5,mixed,BXQ,1
1630318,1630359,41,mixed,BX91|BXBa,2
1646661,1646666,5,mixed,BXA0,1
1689148,1689153,5,mixed,BX91,1
1693552,1693557,5,mixed,BX*Hd,1
1705031,1705069,38,mixed,BX*Hd|BX91,2
1709392,1709397,5,mixed,BXBa,1
1720263,1720369,106,mixed,BX*Hd|BX91|BXBa|BXQ,4
1761047,1761129,82,mixed,BX91|BXI1,2
1771580,1771701,121,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
1775215,1775220,5,mixed,BXU,1
1785494,1785539,45,mixed,BX91|BXA0,2
1808810,1808897,87,mixed,BX91|BXA0|BX{,3
1822642,1822647,5,mixed,BX91,1
1826221,1826226,5,mixed,BX*Hd,1
1836671,1836714,43,mixed,BX91|BXA0,2
1851134,1851176,42,mixed,BX91|BXA0,2
1874660,1874777,117,mixed,BX91|BX{,2
1888085,1888183,98,mixed,BX91|BXA0|BXI1,3
1901030,1901128,98,mixed,BX91|BXI1,2
1936349,1936457,108,mixed,BX91|BXA0|BX{,3
1948778,1948783,5,mixed,BXI1,1
1952049,1952139,90,mixed,BX91|BXA0|BXI1,3
1961252,1961353,101,mixed,BX91|BXA0|BXI1,3
1974227,1974320,93,mixed,BX91|BXA0|BXI1,3
1997243,1997248,5,mixed,BXBa,1
2000921,2000926,5,mixed,BXBa,1
2010518,2010607,89,mixed,BX91|BXA0|BXI1,3
2024694,2024780,86,mixed,BX91|BXA0,2
2039703,2039708,5,mixed,BX91,1
2044056,2044061,5,mixed,BX91,1
2078538,2078579,41,mixed,BX*Hd|BX91,2
2092836,2092875,39,mixed,BX*Hd|BX91,2
2107252,2107292,40,mixed,BX*Hd|BX91,2
2145913,2145954,41,mixed,BX91|BXA0,2
2150546,2150591,45,mixed,BX91|BXA0,2
2162514,2162519,5,mixed,BX91,1
2167636,2167641,5,mixed,BX91,1
2180171,2180176,5,mixed,BX91,1
2220499,2220585,86,mixed,BX91|BXA0|BXI1,3
2224416,2224504,88,mixed,BX91|BXA0|BXI1,3
2235054,2235135,81,mixed,BX91|BXA0|BXI1,3
2238960,2239046,86,mixed,BX91|BXA0|BXI1,3
2249729,2249810,81,mixed,BX91|BXA0|BXI1,3
2273148,2273202,54,mixed,BX91|BXA0,2
2287236,2287241,5,mixed,BXI1,1
2290944,2290991,47,mixed,BX91|BXA0,2
2301256,2301334,78,mixed,BX91|BXA0|BXI1,3
2305127,2305169,42,mixed,BX91|BXA0,2
2315461,2315508,47,mixed,BX91|BXA0,2
2339198,2339203,5,mixed,BX{,1
2352647,2352723,76,mixed,BX91|BXA0|BXI1,3
2356142,2356218,76,primary_chain_no4,BX*Hd|BX91|BXA0,3
2366185,2366263,78,primary_chain_no4,BX*Hd|BX91|BXA0,3
2379718,2379755,37,mixed,BX*Hd|BX91,2
2383120,2383125,5,mixed,BXA0,1
2402731,2402736,5,mixed,BXU,1
2406307,2406312,5,mixed,BXU,1
2416165,2416250,85,mixed,BX91|BXA0|BXT,3
2419602,2419607,5,mixed,BXQ,1
2429616,2429655,39,mixed,BX91|BXA0,2
2443683,2443724,41,mixed,BX91|BXA0,2
2447470,2447547,77,mixed,BX91|BXA0|BXT,3
2468010,2468015,5,mixed,BXU,1
2471575,2471580,5,mixed,BXU,1
2481989,2482029,40,mixed,BXA0|BXI1,2
2496843,2496914,71,mixed,BX91|BXA0|BXI1,3
2512572,2512642,70,mixed,BX91|BXA0|BXI1,3
2538416,2538493,77,mixed,BXU|BX{,2
2555960,2555998,38,mixed,BX91|BXA0,2
2560793,2560872,79,primary_chain_no4,BX*Hd|BX91|BXA0,3
2574481,2574519,38,mixed,BX91|BXA0,2
2579751,2579821,70,primary_chain_no4,BX*Hd|BX91|BXA0,3
2592692,2592697,5,mixed,BXA0,1
2597312,2597350,38,mixed,BX91|BXA0,2
2619224,2619229,5,mixed,BXU,1
2635394,2635462,68,mixed,BX91|BXA0|BXI1,3
2650722,2650790,68,mixed,BX91|BXA0|BXI1,3
2666007,2666042,35,mixed,BXA0|BXI1,2
2669910,2669978,68,mixed,BX91|BXA0|BXI1,3
2704626,2704695,69,mixed,BX91|BXA0|BXI1,3
2708262,2708267,5,mixed,BXI1,1
2719279,2719347,68,mixed,BX91|BXA0|BXI1,3
2734540,2734608,68,mixed,BX91|BXA0|BXI1,3
2760052,2760057,5,mixed,BXA0,1
2774653,2774721,68,mixed,BX91|BXA0|BXI1,3
2789025,2789094,69,mixed,BX91|BXA0|BXI1,3
2793412,2793480,68,mixed,BX91|BXA0|BXI1,3
2805107,2805177,70,mixed,BX91|BXA0|BXI1,3
2809594,2809662,68,mixed,BX91|BXA0|BXI1,3
2830424,2830429,5,mixed,BXU,1
2834673,2834678,5,mixed,BXU,1
2845237,2845275,38,mixed,BX91|BXA0,2
2849226,2849263,37,mixed,BX91|BXA0,2
2859601,2859666,65,mixed,BX91|BXI1,2
2874722,2874759,37,mixed,BX91|BXA0,2
2918088,2918093,5,mixed,BXQ,1
2929469,2929474,5,mixed,BXA0,1
2933667,2933672,5,mixed,BX91,1
2945139,2945144,5,mixed,BX91,1
2949326,2949331,5,mixed,BX91,1
2983634,2983721,87,mixed,BX91|BXA0|BXQ,3
2996912,2997004,92,mixed,BX91|BXA0|BXQ,3
3000327,3000332,5,mixed,BXI1,1
3009684,3009774,90,mixed,BX91|BXA0|BXQ,3
3032268,3032273,5,mixed,BXU,1
3044206,3044211,5,mixed,BXI1,1
3047100,3047105,5,mixed,BX91,1
3055936,3055941,5,mixed,BX91,1
3067898,3067995,97,mixed,BX91|BXI1,2
3071204,3071209,5,mixed,BXI1,1
3102491,3102573,82,mixed,BX91|BXI1,2
3105799,3105873,74,mixed,BX91|BXA0|BXI1,3
3115544,3115622,78,mixed,BX91|BXA0|BXI1,3
3129341,3129419,78,primary_chain_no4,BX*Hd|BX91|BXA0,3
3152931,3152981,50,mixed,BX91|BXA0,2
3168151,3168249,98,mixed,BX91|BXBa|BXQ,3
3172211,3172305,94,mixed,BX91|BXBa|BXU,3
3184124,3184168,44,mixed,BX91|BXA0,2
3188658,3188737,79,primary_chain_no4,BX*Hd|BX91|BXA0,3
3201225,3201272,47,mixed,BX91|BXA0,2
3205978,3206061,83,primary_chain_no4,BX*Hd|BX91|BXA0,3
3226714,3226810,96,variant_chain,BX91|BXBa|BX{,3
3244368,3244407,39,mixed,BX91|BXA0,2
3262483,3262524,41,mixed,BX91|BXA0,2
3280689,3280777,88,mixed,BX91|BXA0|BXU,3
3306082,3306087,5,mixed,BXBa,1
3322048,3322141,93,mixed,BX91|BXA0|BXT,3
3326243,3326248,5,mixed,BXU,1
3337223,3337228,5,mixed,BX91,1
3341060,3341065,5,mixed,BXA0,1
3358536,3358577,41,mixed,BX91|BXA0,2
3387107,3387112,5,mixed,BX{,1
3397639,3397644,5,mixed,BX{,1
3412987,3413023,36,mixed,BX*Hd|BX91,2
3418797,3418837,40,mixed,BX*Hd|BX91,2
3435619,3435624,5,mixed,BX*Hd,1
3460804,3460846,42,mixed,BX91|BXA0,2
3469175,3469214,39,mixed,BX91|BXA0,2
3518656,3518725,69,primary_chain_no4,BX*Hd|BX91|BXA0,3
3525819,3525858,39,mixed,BX91|BXA0,2
3539498,3539571,73,primary_chain_no4,BX*Hd|BX91|BXA0,3
3557529,3557612,83,mixed,BX91|BXA0|BXU,3
3562015,3562020,5,mixed,BXT,1
3580291,3580383,92,mixed,BX91|BXA0|BX{,3
3584003,3584093,90,mixed,BX91|BXA0|BX{,3
3594279,3594398,119,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
3608095,3608134,39,mixed,BX91|BXA0,2
3622729,3622800,71,mixed,BX91|BXA0|BXI1,3
3626513,3626518,5,mixed,BXQ,1
3644671,3644714,43,mixed,BX91|BXA0,2
3678322,3678393,71,mixed,BX91|BXA0|BXI1,3
3698572,3698639,67,mixed,BX91|BXA0|BXI1,3
3704131,3704197,66,mixed,BX91|BXA0|BXI1,3
3717684,3717754,70,mixed,BX91|BXA0|BXI1,3
3722432,3722467,35,mixed,BX91|BXA0,2
3743264,3743269,5,mixed,BXA0,1
3747615,3747620,5,mixed,BXA0,1
3760443,3760512,69,mixed,BX91|BXA0|BXI1,3
3778357,3778428,71,mixed,BX91|BXA0|BXI1,3
3797724,3797776,52,mixed,BX91|BXA0,2
3803095,3803132,37,mixed,BX91|BXA0,2
3825698,3825703,5,mixed,BX91,1
3831616,3831621,5,mixed,BX91,1
3846810,3846815,5,mixed,BX91,1
3852852,3852857,5,mixed,BX91,1
3868489,3868494,5,mixed,BX91,1
3935325,3935330,5,mixed,BX91,1
3952808,3952813,5,mixed,BX91,1
3970280,3970285,5,mixed,BX91,1
4014118,4014123,5,mixed,BX91,1
4031795,4031868,73,mixed,BX91|BXA0|BXI1,3
4036634,4036709,75,mixed,BX91|BXA0|BXI1,3
4050232,4050268,36,mixed,BX91|BXA0,2
4096474,4096513,39,mixed,BX91|BXA0,2
4101462,4101500,38,mixed,BX91|BXA0,2
4115105,4115143,38,mixed,BX91|BXA0,2
4133974,4134012,38,mixed,BX91|BXA0,2
4162722,4162802,80,mixed,BX91|BXA0|BX{,3
4167753,4167838,85,mixed,BX91|BXA0|BX{,3
4181939,4182019,80,mixed,BX91|BXA0|BXI1,3
4200521,4200601,80,mixed,BX91|BXA0|BXI1,3
4219081,4219165,84,mixed,BX91|BXA0|BXI1,3
4224151,4224226,75,mixed,BX91|BXA0|BXI1,3
4247827,4247867,40,mixed,BX91|BXBa,2
4265652,4265727,75,mixed,BX91|BXA0|BXI1,3
4282452,4282532,80,mixed,BX91|BXA0|BXI1,3
4299084,4299159,75,mixed,BX91|BXA0|BXI1,3
4326663,4326704,41,mixed,BX91|BXA0,2
4331225,4331265,40,mixed,BX91|BXA0,2
4343489,4343560,71,mixed,BX91|BXA0|BXI1,3
4348230,4348303,73,mixed,BX91|BXA0|BXI1,3
4361028,4361105,77,mixed,BX91|BXA0|BXI1,3
4366024,4366097,73,mixed,BX91|BXA0|BXI1,3
4379138,4379209,71,mixed,BX91|BXA0|BXI1,3
4406213,4406253,40,mixed,BX91|BXA0,2
4424798,4424875,77,mixed,BX91|BXA0|BXI1,3
4430283,4430355,72,mixed,BX91|BXA0|BXI1,3
4445888,4445961,73,mixed,BX91|BXA0|BXI1,3
4468298,4468376,78,mixed,BX91|BXA0|BXI1,3
4474209,4474286,77,mixed,BX91|BXA0|BXI1,3
4498492,4498534,42,mixed,BX91|BXBa,2
4504150,4504190,40,mixed,BX91|BXBa,2
4518873,4518941,68,mixed,BX91|BXA0|BXI1,3
4539211,4539288,77,mixed,BX91|BXA0|BXI1,3
4545184,4545257,73,mixed,BX91|BXA0|BXI1,3
4561071,4561143,72,mixed,BX91|BXA0|BXI1,3
4591409,4591447,38,mixed,BX91|BXA0,2
4597361,4597399,38,mixed,BX91|BXA0,2
4613395,4613435,40,mixed,BX91|BXA0,2
4619443,4619480,37,mixed,BX91|BXA0,2
4635619,4635657,38,mixed,BX91|BXA0,2
4656519,4656591,72,mixed,BX91|BXA0|BXQ,3
4662107,4662177,70,mixed,BX91|BXA0|BXQ,3
4685086,4685160,74,mixed,BX91|BXA0|BX{,3
4702930,4703006,76,mixed,BX91|BXA0|BXI1,3
4707501,4707506,5,mixed,BXT,1
4720597,4720638,41,mixed,BX91|BXA0,2
4739107,4739152,45,mixed,BX91|BXA0,2
4744620,4744662,42,mixed,BX91|BXA0,2
4768418,4768423,5,mixed,BXA0,1
4788344,4788419,75,mixed,BX91|BXA0|BXI1,3
4795051,4795089,38,mixed,BX91|BXA0,2
4808436,4808473,37,mixed,BX91|BXA0,2
4824570,4824642,72,mixed,BX91|BXA0|BXU,3
4849443,4849521,78,variant_chain,BX91|BXBa|BX{,3
4867193,4867265,72,mixed,BX91|BXI1,2
4886287,4886335,48,mixed,BX91|BXA0,2
4892325,4892363,38,mixed,BX91|BXA0,2
4906580,4906619,39,mixed,BX91|BXA0,2
4934461,4934502,41,mixed,BX91|BXBa,2
4939824,4939829,5,mixed,BXBa,1
4952357,4952395,38,mixed,BX91|BXA0,2
4957188,4957262,74,mixed,BX91|BXA0|BXI1,3
4969589,4969636,47,mixed,BX91|BXA0,2
4974558,4974596,38,mixed,BX91|BXA0,2
4987949,4987988,39,mixed,BX91|BXA0,2
4993355,4993360,5,mixed,BXI1,1
5016579,5016622,43,mixed,BX91|BXBa,2
5022448,5022489,41,mixed,BX91|BXBa,2
5037738,5037900,162,mixed,BX91|BXA0|BXU|BX{,4
5059828,5059879,51,mixed,BX91|BXA0,2
5065788,5065829,41,mixed,BX91|BXA0,2
5080940,5080981,41,mixed,BX91|BXA0,2
5110784,5110830,46,mixed,BX91|BXA0,2
5116556,5116604,48,mixed,BX91|BXA0,2
5130686,5130726,40,mixed,BX91|BXA0,2
5152232,5152272,40,mixed,BX91|BXBa,2
5158350,5158389,39,mixed,BX91|BXBa,2
5174487,5174571,84,mixed,BX91|BXA0|BXQ,3
5180578,5180661,83,mixed,BX91|BXA0|BXQ,3
5205388,5205431,43,mixed,BX91|BXA0,2
5226041,5226078,37,mixed,BX91|BXA0,2
5232511,5232552,41,mixed,BX91|BXA0,2
5247843,5247882,39,mixed,BX91|BXA0,2
5254306,5254350,44,mixed,BX91|BXA0,2
5269491,5269528,37,mixed,BX91|BXA0,2
5300356,5300405,49,mixed,BX91|BXBa,2
5306917,5306972,55,mixed,BX91|BXBa,2
5322296,5322340,44,mixed,BX91|BXA0,2
5328886,5328929,43,mixed,BX91|BXA0,2
5343601,5343686,85,mixed,BX91|BXA0|BXI1,3
5362721,5362761,40,mixed,BX91|BXA0,2
5390082,5390177,95,variant_chain,BX91|BXBa|BX{,3
5396222,5396313,91,variant_chain,BX91|BXBa|BX{,3
5411827,5411871,44,mixed,BX91|BXA0,2
5435011,5435049,38,mixed,BX91|BXA0,2
5441752,5441792,40,mixed,BX91|BXA0,2
5457929,5458014,85,mixed,BX91|BXA0|BXU,3
5490251,5490352,101,variant_chain,BX91|BXBa|BX{,3
5513569,5513656,87,mixed,BX91|BXA0|BXI1,3
5519825,5519906,81,mixed,BX91|BXA0|BXI1,3
5535908,5535986,78,mixed,BX91|BXA0|BXI1,3
5557810,5557896,86,mixed,BX91|BXA0|BXI1,3
5564325,5564405,80,mixed,BX91|BXA0|BXI1,3
5588459,5588500,41,mixed,BX91|BXA0,2
5609913,5609991,78,mixed,BX91|BXA0|BXI1,3
5631135,5631231,96,mixed,BX91|BXA0|BXI1,3
5652411,5652497,86,mixed,BX91|BXA0|BXQ,3
5658383,5658463,80,mixed,BX91|BXA0|BXI1,3
5682472,5682563,91,mixed,BX91|BXA0|BX{,3
5688264,5688349,85,mixed,BX91|BXA0|BX{,3
5703244,5703317,73,mixed,BX91|BXA0|BXI1,3
5708896,5708978,82,mixed,BX91|BXA0|BXI1,3
5723397,5723480,83,mixed,BX91|BXA0|BXI1,3
5728754,5728840,86,mixed,BX91|BXA0|BXI1,3
5742663,5742703,40,mixed,BX91|BXA0,2
5770914,5770955,41,mixed,BX91|BXA0,2
5788652,5788692,40,mixed,BX91|BXA0,2
5805637,5805674,37,mixed,BX91|BXA0,2
5822518,5822591,73,mixed,BX91|BXA0|BXU,3
5827422,5827458,36,mixed,BX91|BXA0,2
5848851,5848946,95,variant_chain,BX91|BXBa|BX{,3
5867626,5867710,84,mixed,BX91|BXA0|BXI1,3
5873288,5873374,86,mixed,BX91|BXA0|BXI1,3
5887111,5887159,48,mixed,BX91|BXA0,2
5906462,5906504,42,mixed,BX91|BXA0,2
5934940,5934999,59,mixed,BX91|BXA0,2
5956205,5956292,87,mixed,BX91|BXA0|BXI1,3
5978433,5978522,89,mixed,BX91|BXA0|BXI1,3
5985549,5985640,91,mixed,BX91|BXA0|BXI1,3
6001310,6001357,47,mixed,BX91|BXA0,2
6008004,6008049,45,mixed,BX91|BXA0,2
6031008,6031053,45,mixed,BX91|BXBa,2
6051124,6051216,92,mixed,BX91|BXA0|BXU,3
6072384,6072428,44,mixed,BX91|BXA0,2
6093877,6093977,100,mixed,BX91|BXA0|BXT,3
6099831,6099926,95,mixed,BX91|BXA0|BXT,3
6124578,6124625,47,mixed,BX91|BXA0,2
6144050,6144137,87,mixed,BX91|BXA0|BXI1,3
6149456,6149497,41,mixed,BX91|BXA0,2
6163110,6163200,90,mixed,BX91|BXA0|BXI1,3
6182044,6182089,45,mixed,BX91|BXA0,2
6211294,6211337,43,mixed,BX91|BXA0,2
6216749,6216793,44,mixed,BX91|BXA0,2
6230649,6230737,88,mixed,BX91|BXA0|BXI1,3
6250700,6250744,44,mixed,BX91|BXA0,2
6256509,6256557,48,mixed,BX91|BXA0,2
6271659,6271664,5,mixed,BX91,1
6323156,6323161,5,mixed,BX91,1
6343572,6343577,5,mixed,BX91,1
6349382,6349387,5,mixed,BX91,1
6364146,6364151,5,mixed,BX91,1
6412382,6412420,38,mixed,BX91|BXA0,2
6417992,6417997,5,mixed,BXT,1
6426297,6426302,5,mixed,BXT,1
6433244,6433249,5,mixed,BX91,1
6439387,6439392,5,mixed,BX91,1
6454913,6454918,5,mixed,BX91,1
6504273,6504357,84,mixed,BX91|BXA0|BXI1,3
6523838,6523879,41,mixed,BX91|BXA0,2
6528937,6528980,43,mixed,BX91|BXA0,2
6543065,6543111,46,mixed,BX91|BXA0,2
6569847,6569893,46,mixed,BX91|BXA0,2
6575741,6575796,55,mixed,BX91|BXA0,2
6591293,6591384,91,mixed,BX91|BXA0|BXI1,3
6597291,6597384,93,mixed,BX91|BXA0|BXI1,3
6612385,6612425,40,mixed,BX91|BXA0,2
6618126,6618170,44,mixed,BX91|BXA0,2
6632817,6632857,40,mixed,BX91|BXA0,2
6661852,6661900,48,mixed,BX91|BXBa,2
6666770,6666811,41,mixed,BX91|BXBa,2
6684335,6684420,85,mixed,BX91|BXA0|BXI1,3
6697941,6698019,78,mixed,BX91|BXA0|BXI1,3
6702994,6703087,93,mixed,BX91|BXA0|BXI1,3
6717109,6717181,72,mixed,BX91|BXA0|BXI1,3
6745913,6745992,79,mixed,BX91|BXA0|BX{,3
6751040,6751118,78,mixed,BX91|BXA0|BX{,3
6765336,6765478,142,mixed,BX91|BXA0|BX{,3
6784625,6784697,72,mixed,BX91|BXA0|BXI1,3
6790072,6790144,72,mixed,BX91|BXA0|BXI1,3
6804018,6804095,77,mixed,BX91|BXA0|BXI1,3
6808948,6808985,37,mixed,BX91|BXA0,2
6831805,6831876,71,variant_chain,BX91|BXBa|BX{,3
6849513,6849551,38,mixed,BX91|BXA0,2
6867395,6867465,70,mixed,BX91|BXA0|BXU,3
6872294,6872364,70,mixed,BX91|BXA0|BXU,3
6886135,6886173,38,mixed,BX91|BXA0,2
6891005,6891044,39,mixed,BX91|BXA0,2
6913866,6913906,40,mixed,BX91|BXBa,2
6931933,6931970,37,mixed,BX91|BXA0,2
6951122,6951160,38,mixed,BX91|BXA0,2
6956352,6956389,37,mixed,BX91|BXA0,2
6970759,6970797,38,mixed,BX91|BXA0,2
6999450,6999523,73,mixed,BX91|BXA0|BX{,3
7004228,7004302,74,mixed,BX91|BXA0|BX{,3
7016832,7016903,71,mixed,BX91|BXA0|BXI1,3
7021498,7021567,69,mixed,BX91|BXA0|BXI1,3
7034771,7034841,70,mixed,BX91|BXA0|BXI1,3
7039992,7040063,71,mixed,BX91|BXA0|BXI1,3
7053399,7053467,68,mixed,BX91|BXA0|BXI1,3
7081321,7081359,38,mixed,BX91|BXA0,2
7099378,7099416,38,mixed,BX91|BXA0,2
7104221,7104258,37,mixed,BX91|BXA0,2
7117496,7117568,72,mixed,BX91|BXA0|BXQ,3
7122619,7122657,38,mixed,BX91|BXA0,2
7136661,7136698,37,mixed,BX91|BXA0,2
7165747,7165818,71,mixed,BX91|BXA0|BX{,3
7170377,7170447,70,mixed,BX91|BXA0|BX{,3
7183580,7183654,74,mixed,BX91|BXA0|BXQ,3
7188396,7188433,37,mixed,BX91|BXA0,2
7202758,7202795,37,mixed,BX91|BXA0,2
7222744,7222782,38,mixed,BX91|BXA0,2
7228091,7228128,37,mixed,BX91|BXA0,2
7251843,7251879,36,mixed,BX91|BXBa,2
7272096,7272168,72,mixed,BX91|BXA0|BXI1,3
7277496,7277533,37,mixed,BX91|BXA0,2
7293398,7293435,37,mixed,BX91|BXA0,2
7316360,7316416,56,mixed,BX91|BXA0,2
7323290,7323337,47,mixed,BX91|BXI1,2
7347931,7348006,75,mixed,BX91|BXA0|BX{,3
7355193,7355268,75,mixed,BX91|BXA0|BX{,3
7372556,7372625,69,mixed,BX91|BXA0|BXI1,3
7379056,7379126,70,mixed,BX91|BXA0|BXI1,3
7394261,7394332,71,mixed,BX91|BXA0|BXI1,3
7413156,7413233,77,mixed,BX91|BXA0|BXI1,3
7418042,7418112,70,mixed,BX91|BXA0|BXI1,3
7441129,7441168,39,mixed,BX91|BXBa,2
7458724,7458803,79,mixed,BX91|BXA0|BXI1,3
7493808,7493891,83,mixed,BX91|BXA0|BXI1,3
7520450,7520544,94,mixed,BX91|BX{,2
7526261,7526358,97,mixed,BX91|BX{,2
7540319,7540404,85,mixed,BX91|BXA0|BXI1,3
7559333,7559378,45,mixed,BX91|BXA0,2
7576812,7576900,88,mixed,BX91|BXA0|BXU,3
7603826,7603873,47,mixed,BX91|BXA0,2
7608712,7608769,57,mixed,BX91|BXA0,2
7621811,7621893,82,mixed,BX91|BXA0|BXI1,3
7641149,7641232,83,mixed,BX91|BXA0|BXI1,3
7662255,7662337,82,mixed,BX91|BXA0|BXI1,3
7693237,7693291,54,mixed,BX91|BXA0,2
7698221,7698260,39,mixed,BX91|BXA0,2
7710962,7711050,88,mixed,BX91|BXA0|BXI1,3
7715805,7715894,89,mixed,BX91|BXA0|BXI1,3
7728943,7728985,42,mixed,BX91|BXA0,2
7747493,7747537,44,mixed,BX91|BXA0,2
7775170,7775222,52,mixed,BX91|BXA0,2
7780437,7780479,42,mixed,BX91|BXA0,2
7794405,7794489,84,mixed,BX91|BXA0|BXU,3
7814912,7814951,39,mixed,BX91|BXA0,2
7836417,7836460,43,mixed,BX91|BXA0,2
7866386,7866431,45,mixed,BX91|BXBa,2
7872278,7872323,45,mixed,BX91|BXBa,2
7887354,7887446,92,mixed,BX91|BXA0|BXI1,3
7893217,7893259,42,mixed,BX91|BXA0,2
7908169,7908242,73,mixed,BX91|BXA0|BXI1,3
7914082,7914174,92,mixed,BX91|BXA0|BXI1,3
7930047,7930135,88,mixed,BX91|BXA0|BXI1,3
7960095,7960138,43,mixed,BX91|BXA0,2
7966592,7966635,43,mixed,BX91|BXA0,2
7981941,7982023,82,mixed,BX91|BXA0|BXI1,3
7987822,7987906,84,mixed,BX91|BXA0|BXI1,3
8011477,8011557,80,mixed,BX91|BXBa|BXU,3
8020884,8020929,45,mixed,BX91|BXBa,2
8051271,8051315,44,mixed,BX91|BXA0,2
8063885,8063928,43,mixed,BX91|BXA0,2
8098449,8098531,82,variant_chain,BX91|BXBa|BX{,3
8111647,8111735,88,variant_chain,BX91|BXBa|BX{,3
8140892,8140931,39,mixed,BX91|BXBa,2
8152884,8152922,38,mixed,BX91|BXBa,2
8179243,8179322,79,mixed,BX91|BXA0|BXU,3
8189950,8189988,38,mixed,BX91|BXA0,2
8212860,8212900,40,mixed,BX91|BXA0,2
8221977,8222015,38,mixed,BX91|BXA0,2
8248291,8248372,81,mixed,BX91|BXA0|BX{,3
8254755,8254841,86,mixed,BX91|BXA0|BX{,3
8270394,8270466,72,mixed,BX91|BXA0|BXU,3
8289675,8289748,73,mixed,BX91|BXA0|BXU,3
8307655,8307722,67,mixed,BX91|BXA0|BXQ,3
8312187,8312258,71,mixed,BX91|BXA0|BXI1,3
8333641,8333682,41,mixed,BX91|BXBa,2
8364703,8364740,37,mixed,BX91|BXA0,2
8379567,8379637,70,mixed,BX91|BXA0|BXI1,3
8395173,8395206,33,mixed,BX91|BXA0,2
8418339,8418377,38,mixed,BX91|BXBa,2
8434899,8434936,37,mixed,BX91|BXA0,2
8451836,8451945,109,mixed,BX91|BXA0|BXI1,3
8468928,8468965,37,mixed,BX91|BXA0,2
8493299,8493334,35,mixed,BX91|BXBa,2
8508792,8508797,5,mixed,BX91,1
8574659,8574664,5,mixed,BX91,1
8588169,8588207,38,mixed,BX91|BXA0,2
8591950,8591987,37,mixed,BX91|BXA0,2
8602348,8602353,5,mixed,BX91,1
8643650,8643655,5,mixed,BX91,1
8654823,8654893,70,mixed,BX91|BXA0|BXI1,3
8658680,8658749,69,mixed,BX91|BXA0|BXI1,3
8669542,8669578,36,mixed,BX91|BXA0,2
8709036,8709073,37,mixed,BX91|BXA0,2
8724220,8724293,73,mixed,BX91|BXA0|BXQ,3
8738898,8738939,41,mixed,BXA0|BXI1,2
8742784,8742865,81,mixed,BX91|BXA0|BXI1,3
8762513,8762597,84,mixed,BX91|BXA0|BX{,3
8766642,8766728,86,mixed,BX91|BXA0|BX{,3
8777753,8777791,38,mixed,BX91|BXA0,2
8781661,8781747,86,mixed,BX91|BXA0|BXI1,3
8792886,8792929,43,mixed,BX91|BXA0,2
8808252,8808291,39,mixed,BX91|BXA0,2
8832525,8832605,80,variant_chain,BX91|BXBa|BX{,3
8846536,8846612,76,mixed,BX91|BXA0|BXI1,3
8850152,8850224,72,mixed,BX91|BXA0|BXT,3
8859803,8859890,87,mixed,BX91|BXA0|BXI1,3
8872758,8872835,77,mixed,BX91|BXA0|BXI1,3
8896027,8896113,86,mixed,BX91|BXBa|BXU,3
8899832,8899920,88,mixed,BX91|BXBa|BXU,3
8909351,8909428,77,mixed,BX91|BXA0|BXI1,3
8913198,8913270,72,mixed,BX91|BXA0|BXI1,3
8923469,8923512,43,mixed,BX91|BXA0,2
8937878,8937914,36,mixed,BX91|BXA0,2
8941955,8941960,5,mixed,BXU,1
