start,end,size,shape,tags,count
494980989,494980994,5,mixed,BX91,1
495005949,495005954,5,mixed,BX91,1
495013732,495013737,5,mixed,BX91,1
495031691,495031696,5,mixed,BX91,1
495039266,495039271,5,mixed,BX91,1
495087240,495087245,5,mixed,BX91,1
495095382,495095387,5,mixed,BX91,1
495123519,495123524,5,mixed,BX91,1
495142810,495142815,5,mixed,BX91,1
495150530,495150535,5,mixed,BX91,1
495199680,495199685,5,mixed,BX91,1
495207468,495207473,5,mixed,BX91,1
495226165,495226170,5,mixed,BX91,1
495234063,495234068,5,mixed,BX91,1
495253992,495253997,5,mixed,BX91,1
495262322,495262327,5,mixed,BX91,1
495326675,495326680,5,mixed,BX91,1
495485310,495485349,39,mixed,BX*Hd|BX91,2
495492800,495492805,5,mixed,BX91,1
495537805,495537810,5,mixed,BX91,1
495543953,495543958,5,mixed,BX91,1
495559730,495559735,5,mixed,BX91,1
495582609,495582614,5,mixed,BX91,1
495613903,495613908,5,mixed,BX{,1
495694699,495694704,5,mixed,BX91,1
495703499,495703504,5,mixed,BX91,1
495752924,495752929,5,mixed,BX91,1
495778456,495778461,5,mixed,BX91,1
495786284,495786289,5,mixed,BX91,1
495805037,495805042,5,mixed,BX91,1
495813291,495813296,5,mixed,BX91,1
495862496,495862533,37,mixed,BX*Hd|BX91,2
495870081,495870121,40,mixed,BX*Hd|BX91,2
495887643,495887648,5,mixed,BX*Hd,1
495895450,495895488,38,mixed,BX*Hd|BX91,2
495914082,495914087,5,mixed,BX91,1
495972280,495972315,35,mixed,BX*Hd|BX91,2
495980536,495980541,5,mixed,BX91,1
496000087,496000125,38,mixed,BX*Hd|BX91,2
496008356,496008361,5,mixed,BX91,1
496028534,496028539,5,mixed,BX91,1
496037502,496037507,5,mixed,BX91,1
496089081,496089117,36,mixed,BX*Hd|BX91,2
496096657,496096694,37,mixed,BX*Hd|BX91,2
496115463,496115468,5,mixed,BX91,1
496123518,496123523,5,mixed,BX91,1
496142523,496142528,5,mixed,BX91,1
496150726,496150731,5,mixed,BX91,1
499499225,499499230,5,mixed,BXU,1
500340542,500340578,36,mixed,BX91|BXA0,2
500351037,500351139,102,primary_chain,BX*Hd|BX91|BXA0|BXI1,4
500365658,500365726,68,mixed,BXU|BX{,2
500387978,500388016,38,mixed,BX91|BXA0,2
500391783,500391820,37,mixed,BX91|BXA0,2
500402719,500402825,106,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
500417926,500418052,126,primary_chain_no4,BX*Hd|BX91|BXA0|BXU,4
500434772,500434844,72,primary_chain_no4,BX*Hd|BX91|BXA0,3
500460036,500460077,41,mixed,BX91|BX{,2
500465173,500465211,38,mixed,BX91|BX{,2
500479660,500479665,5,mixed,BX91,1
500484967,500484972,5,mixed,BX91,1
500499265,500499270,5,mixed,BX91,1
500561572,500561577,5,mixed,BX91,1
500577753,500577758,5,mixed,BX91,1
500582180,500582218,38,mixed,BX*Hd|BX91,2
500593702,500593707,5,mixed,BX91,1
500649415,500649420,5,mixed,BX91,1
500659659,500659664,5,mixed,BXQ,1
500663559,500663564,5,mixed,BXI1,1
500696482,500696568,86,mixed,BX91|BXA0|BXU,3
500711220,500711225,5,mixed,BX91,1
500715404,500715409,5,mixed,BXU,1
500726545,500726653,108,mixed,BX*Hd|BXA0|BXT,3
500730917,500730922,5,mixed,BXA0,1
500749905,500749966,61,mixed,BX{|BX{,2
500753878,500753938,60,mixed,BX{|BX{,2
500764246,500764398,152,mixed,BX91|BXA0|BXI1|BX{,4
500778328,500778420,92,mixed,BX91|BXI1,2
500792728,500792733,5,mixed,BX91,1
500796862,500796867,5,mixed,BX{,1
500815799,500815804,5,mixed,BXU,1
500819839,500819844,5,mixed,BXU,1
